Date,Price,Open,High,Low,Volume,ChangePct,PriceChange,Gain,Loss,RSI14,Year,PE,EPS,DividendYield,PB,DebtToEquity,NetIncomeMargin,KSE_Open,KSE_High,KSE_Low,KSE_Close,KSE_Volume,KSE_Change,Target_90d,Return_90d
2021-05-04,18.4,18.49,18.62,18.36,136300,-0.43,-0.08000000000000185,0.0,0.08000000000000185,41.21212121212122,2021,14.89,1.63,0.0,1.5,22.1,7.73,"44,085.81","44,620.41","44,076.20","44,563.59",107791096,487.39,24.93,0.3548913043478262
2021-05-05,18.88,18.49,19.08,18.49,1310000,2.58,0.4800000000000004,0.4800000000000004,0.0,40.61224489795918,2021,14.89,1.63,0.0,1.5,22.1,7.73,"44,649.16","45,173.61","44,563.59","44,943.61",129041504,380.02,23.16,0.22669491525423735
2021-05-06,19.05,18.72,19.31,18.65,460400,0.91,0.1700000000000017,0.1700000000000017,0.0,41.33064516129034,2021,14.89,1.63,0.0,1.5,22.1,7.73,"45,013.06","45,245.37","44,889.59","45,174.67",78642208,231.06,23.09,0.21207349081364824
2021-05-17,18.98,18.82,19.18,18.49,554300,-0.38,-0.07000000000000028,0.0,0.07000000000000028,37.52620545073376,2021,14.89,1.63,0.0,1.5,22.1,7.73,"45,341.47","45,806.98","45,174.67","45,796.31",201797360,621.64,23.37,0.2312961011591149
2021-05-18,18.61,18.98,19.31,18.49,817820,-1.91,-0.370000000000001,0.0,0.370000000000001,36.605316973415135,2021,14.89,1.63,0.0,1.5,22.1,7.73,"45,797.29","46,033.92","45,618.78","45,981.82",216311584,185.51,25.0,0.3433637829124127
2021-05-19,18.49,18.5,18.81,18.39,1190000,-0.64,-0.120000000000001,0.0,0.120000000000001,36.605316973415135,2021,14.89,1.63,0.0,1.5,22.1,7.73,"45,949.63","45,981.82","45,612.88","45,682.11",297041696,-299.71,23.41,0.2660897782585182
2021-05-20,18.82,18.49,19.08,18.49,614880,1.75,0.33000000000000185,0.33000000000000185,0.0,41.08527131782948,2021,14.89,1.63,0.0,1.5,22.1,7.73,"45,683.86","45,831.12","45,518.74","45,574.07",372516320,-108.04,23.72,0.2603613177470775
2021-05-21,18.85,19.07,19.14,18.75,380130,0.18,0.030000000000001137,0.030000000000001137,0.0,48.752834467120195,2021,14.89,1.63,0.0,1.5,22.1,7.73,"45,574.46","45,948.11","45,560.13","45,914.98",294703616,340.91,23.9,0.2679045092838195
2021-05-24,18.85,18.93,19.48,18.79,582320,0.0,0.0,0.0,0.0,55.84415584415586,2021,14.89,1.63,0.0,1.5,22.1,7.73,"45,961.70","46,314.83","45,914.98","46,097.11",190660064,182.13,23.9,0.2679045092838195
2021-05-25,18.75,18.88,19.15,18.72,605030,-0.53,-0.10000000000000142,0.0,0.10000000000000142,63.609467455621285,2021,14.89,1.63,0.0,1.5,22.1,7.73,"46,121.47","46,369.19","46,048.84","46,300.66",224827392,203.55,24.77,0.32106666666666667
2021-05-26,18.91,18.98,19.28,18.82,687570,0.85,0.16000000000000014,0.16000000000000014,0.0,59.67213114754095,2021,14.89,1.63,0.0,1.5,22.1,7.73,"46,329.76","46,856.27","46,300.66","46,812.31",305781184,511.65,24.38,0.289264939185616
2021-05-27,18.72,19.13,19.15,18.65,747390,-1.01,-0.19000000000000128,0.0,0.19000000000000128,45.173745173745196,2021,14.89,1.63,0.0,1.5,22.1,7.73,"46,822.42","47,204.00","46,675.69","46,790.75",512102176,-21.56,24.78,0.32371794871794884
2021-05-28,20.12,18.75,20.12,18.72,8460000,7.48,1.4000000000000021,1.4000000000000021,0.0,71.38888888888886,2021,14.89,1.63,0.0,1.5,22.1,7.73,"46,789.55","47,246.50","46,698.23","47,126.29",223453088,335.54,24.19,0.20228628230616302
2021-05-31,21.62,21.59,21.62,21.23,7070000,7.48,1.5,1.5,0.0,81.39999999999992,2021,14.89,1.63,0.0,1.5,22.1,7.73,"47,150.49","47,979.68","47,126.29","47,896.34",409980128,770.05,23.18,0.07215541165587412
2021-06-01,23.24,22.09,23.24,21.33,18680000,7.48,1.6199999999999974,1.6199999999999974,0.0,87.00305810397548,2021,14.89,1.63,0.0,1.5,22.1,7.73,"47,909.28","48,237.61","47,896.34","48,191.26",456326944,294.92,24.91,0.0718588640275388
2021-06-02,24.8,24.36,24.99,24.13,20140000,6.7,1.5600000000000023,1.5600000000000023,0.0,88.84514435695533,2021,14.89,1.63,0.0,1.5,22.1,7.73,"48,220.25","48,286.46","47,960.46","48,126.90",361191712,-64.36,25.01,0.008467741935483905
2021-06-03,24.54,24.68,25.52,24.11,9000000,-1.04,-0.26000000000000156,0.0,0.26000000000000156,85.60311284046686,2021,14.89,1.63,0.0,1.5,22.1,7.73,"48,144.09","48,434.40","48,010.32","48,093.53",253426912,-33.37,25.41,0.035452322738386347
2021-06-04,23.93,24.54,24.75,23.77,1430000,-2.5,-0.6099999999999994,0.0,0.6099999999999994,79.99999999999996,2021,14.89,1.63,0.0,1.5,22.1,7.73,"48,122.50","48,426.53","48,093.53","48,211.70",316821952,118.17,25.68,0.07312996239030506
2021-06-07,24.2,23.9,24.76,23.24,8369999,1.13,0.2699999999999996,0.2699999999999996,0.0,84.29447852760732,2021,14.89,1.63,0.0,1.5,22.1,7.73,"48,241.79","48,632.95","48,211.70","48,302.66",319941568,90.96,26.18,0.08181818181818183
2021-06-08,23.38,24.69,24.69,23.31,1150000,-3.38,-0.8200000000000003,0.0,0.8200000000000003,77.62711864406778,2021,14.89,1.63,0.0,1.5,22.1,7.73,"48,305.58","48,409.88","48,000.26","48,147.98",265071280,-154.68,26.78,0.14542343883661257
2021-06-09,22.38,23.12,23.37,22.19,1720000,-4.29,-1.0,0.0,1.0,68.69747899159663,2021,14.89,1.63,0.0,1.5,22.1,7.73,"48,161.22","48,311.92","47,725.94","47,777.62",296536704,-370.36,27.42,0.2252010723860591
