Date,Price,Open,High,Low,Volume,ChangePct,PriceChange,Gain,Loss,RSI14,Year,PE,EPS,DividendYield,PB,DebtToEquity,RoAA,KSE_Open,KSE_High,KSE_Low,KSE_Close,KSE_Volume,KSE_Change,Target_90d,Return_90d
2022-01-03,34.23,34.5,34.5,34.0,230500,-0.09,-0.030000000000001137,0.0,0.030000000000001137,46.505376344085946,2022,1.63,14.49,0.0,0.16,646.07,0.68,"44,582.53","44,905.35","44,509.57","44,886.89",92374856,290.82,28.5,-0.1673970201577563
2022-01-04,34.25,34.35,34.65,34.25,1460000,0.06,0.020000000000003126,0.020000000000003126,0.0,49.29577464788736,2022,1.63,14.49,0.0,0.16,646.07,0.68,"44,947.73","45,406.08","44,886.89","45,390.84",134143464,503.95,29.1,-0.15036496350364958
2022-01-05,34.39,34.35,34.5,34.2,82500,0.41,0.14000000000000057,0.14000000000000057,0.0,60.191082802547776,2022,1.63,14.49,0.0,0.16,646.07,0.68,"45,409.48","45,438.16","45,241.45","45,407.89",96600200,17.05,29.2,-0.15091596394300671
2022-01-06,34.39,34.29,34.5,34.12,51500,0.0,0.0,0.0,0.0,47.69874476987449,2022,1.63,14.49,0.0,0.16,646.07,0.68,"45,396.46","45,407.89","45,021.32","45,082.30",132060208,-325.59,30.0,-0.1276533876126781
2022-01-07,34.45,34.25,34.48,34.13,27500,0.17,0.060000000000002274,0.060000000000002274,0.0,43.18181818181825,2022,1.63,14.49,0.0,0.16,646.07,0.68,"45,022.16","45,364.19","44,968.90","45,345.65",84107744,263.35,29.3,-0.14949201741654577
2022-01-10,35.65,34.45,35.65,34.05,457500,3.48,1.1999999999999957,1.1999999999999957,0.0,68.25396825396824,2022,1.63,14.49,0.0,0.16,646.07,0.68,"45,345.77","45,967.29","45,206.00","45,887.63",126790816,541.98,29.5,-0.17251051893408131
2022-01-11,35.15,34.85,35.15,34.56,123000,-1.4,-0.5,0.0,0.5,57.7464788732394,2022,1.63,14.49,0.0,0.16,646.07,0.68,"45,926.66","46,057.24","45,524.23","45,881.13",102109984,-6.5,29.75,-0.15362731152204834
2022-01-12,35.12,35.2,35.5,35.1,365000,-0.09,-0.030000000000001137,0.0,0.030000000000001137,58.90804597701146,2022,1.63,14.49,0.0,0.16,646.07,0.68,"45,960.35","46,220.40","45,872.48","45,916.25",125116728,35.12,29.5,-0.16002277904328013
2022-01-13,35.5,35.05,35.5,35.02,145500,1.08,0.38000000000000256,0.38000000000000256,0.0,59.83146067415734,2022,1.63,14.49,0.0,0.16,646.07,0.68,"45,938.81","46,002.77","45,693.80","45,763.20",130442800,-153.05,29.0,-0.18309859154929578
2022-01-14,35.65,35.65,35.65,35.3,114500,0.42,0.14999999999999858,0.14999999999999858,0.0,72.15189873417717,2022,1.63,14.49,0.0,0.16,646.07,0.68,"45,810.99","45,987.88","45,734.30","45,763.45",90135784,0.25,29.5,-0.17251051893408131
2022-01-17,35.64,35.45,35.7,34.6,103500,-0.03,-0.00999999999999801,0.0,0.00999999999999801,80.0,2022,1.63,14.49,0.0,0.16,646.07,0.68,"45,739.50","45,787.48","45,385.97","45,612.20",71519960,-151.25,29.5,-0.17227833894500563
2022-01-18,35.49,35.04,35.59,35.04,1140000,-0.42,-0.14999999999999858,0.0,0.14999999999999858,75.3424657534247,2022,1.63,14.49,0.0,0.16,646.07,0.68,"45,662.12","45,758.10","45,469.46","45,507.41",78496568,-104.79,29.26,-0.1755424063116371
2022-01-19,35.0,34.6,35.25,32.92,706500,-1.38,-0.490000000000002,0.0,0.490000000000002,62.18750000000001,2022,1.63,14.49,0.0,0.16,646.07,0.68,"45,522.43","45,575.77","44,734.24","44,833.43",100519672,-673.98,29.67,-0.15228571428571425
2022-01-20,34.55,34.4,35.0,34.15,332000,-1.29,-0.45000000000000284,0.0,0.45000000000000284,54.01662049861494,2022,1.63,14.49,0.0,0.16,646.07,0.68,"44,760.24","44,875.44","44,275.23","44,825.97",113579152,-7.46,28.5,-0.175108538350217
2022-01-21,34.95,34.51,34.99,34.5,97000,1.16,0.4000000000000057,0.4000000000000057,0.0,59.04522613065331,2022,1.63,14.49,0.0,0.16,646.07,0.68,"44,828.12","45,149.19","44,755.74","45,018.28",89779488,192.31,28.5,-0.18454935622317603
2022-01-24,34.75,34.7,34.87,34.5,85500,-0.57,-0.20000000000000284,0.0,0.20000000000000284,56.00961538461537,2022,1.63,14.49,0.0,0.16,646.07,0.68,"45,008.77","45,044.51","44,797.42","44,923.91",87899424,-94.37,29.1,-0.16258992805755393
2022-01-25,34.49,35.14,35.15,34.34,84500,-0.75,-0.259999999999998,0.0,0.259999999999998,51.16822429906543,2022,1.63,14.49,0.0,0.16,646.07,0.68,"44,965.59","45,255.43","44,846.03","44,887.77",96806216,-36.14,29.0,-0.15917657291968693
2022-01-26,34.44,34.92,34.92,34.26,93000,-0.14,-0.05000000000000426,0.0,0.05000000000000426,50.577367205542686,2022,1.63,14.49,0.0,0.16,646.07,0.68,"44,894.78","45,030.45","44,712.65","44,955.05",66909868,67.28,28.77,-0.16463414634146337
2022-01-27,34.3,34.94,34.94,34.26,127000,-0.41,-0.14000000000000057,0.0,0.14000000000000057,48.299319727891096,2022,1.63,14.49,0.0,0.16,646.07,0.68,"44,995.16","45,179.89","44,955.05","45,083.04",89492184,127.99,28.15,-0.17930029154518948
2022-01-28,34.5,34.26,34.9,34.26,349000,0.58,0.20000000000000284,0.20000000000000284,0.0,33.13782991202358,2022,1.63,14.49,0.0,0.16,646.07,0.68,"45,069.78","45,312.05","45,042.25","45,077.91",89165008,-5.13,27.5,-0.2028985507246377
2022-01-31,34.6,34.52,34.78,34.5,93000,0.29,0.10000000000000142,0.10000000000000142,0.0,40.863787375415384,2022,1.63,14.49,0.0,0.16,646.07,0.68,"45,139.09","45,462.62","45,077.91","45,374.68",91872552,296.77,27.5,-0.20520231213872836
2022-02-01,35.4,34.65,35.65,34.65,457000,2.31,0.7999999999999972,0.7999999999999972,0.0,53.70370370370371,2022,1.63,14.49,0.0,0.16,646.07,0.68,"45,419.30","45,754.17","45,374.68","45,674.50",115148256,299.82,28.35,-0.1991525423728813
2022-02-02,35.82,35.74,36.2,35.5,1650000,1.19,0.4200000000000017,0.4200000000000017,0.0,54.18848167539266,2022,1.63,14.49,0.0,0.16,646.07,0.68,"45,702.82","46,139.50","45,674.50","46,119.15",123141240,444.65,28.0,-0.21831379117811278
2022-02-03,35.5,35.77,36.0,35.5,337500,-0.89,-0.3200000000000003,0.0,0.3200000000000003,48.120300751879725,2022,1.63,14.49,0.0,0.16,646.07,0.68,"46,343.62","46,387.64","45,818.04","45,862.93",125431400,-256.22,27.9,-0.21408450704225357
2022-02-04,36.08,35.2,36.35,35.19,484500,1.63,0.5799999999999983,0.5799999999999983,0.0,54.82456140350873,2022,1.63,14.49,0.0,0.16,646.07,0.68,"45,897.84","46,133.20","45,814.64","45,909.65",81869104,46.72,27.8,-0.22949002217294895
2022-02-07,37.8,36.0,37.8,36.0,2350000,4.77,1.7199999999999989,1.7199999999999989,0.0,68.84176182707985,2022,1.63,14.49,0.0,0.16,646.07,0.68,"45,957.04","46,139.82","45,799.67","45,841.25",77165400,-68.4,27.76,-0.2656084656084655
2022-02-08,37.0,37.01,37.5,36.6,729500,-2.12,-0.7999999999999972,0.0,0.7999999999999972,65.52795031055898,2022,1.63,14.49,0.0,0.16,646.07,0.68,"45,820.53","46,040.61","45,727.64","45,947.95",91523296,106.7,27.75,-0.25
2022-02-09,36.75,37.0,37.3,35.5,1230000,-0.68,-0.25,0.0,0.25,67.62820512820512,2022,1.63,14.49,0.0,0.16,646.07,0.68,"46,000.86","46,405.86","45,947.95","46,339.76",124943032,391.81,27.8,-0.24353741496598638
2022-02-10,35.75,36.83,36.83,35.5,762000,-2.72,-1.0,0.0,1.0,55.84795321637424,2022,1.63,14.49,0.0,0.16,646.07,0.68,"46,349.50","46,464.38","45,936.74","45,940.04",112100432,-399.72,26.5,-0.25874125874125875
2022-02-11,35.94,35.69,36.25,35.69,556500,0.53,0.18999999999999773,0.18999999999999773,0.0,58.71156661786236,2022,1.63,14.49,0.0,0.16,646.07,0.68,"45,912.97","46,143.91","45,838.75","46,079.37",84507392,139.33,27.45,-0.23622704507512518
2022-02-14,36.2,36.0,36.2,35.55,420500,0.72,0.2600000000000051,0.2600000000000051,0.0,62.51830161054172,2022,1.63,14.49,0.0,0.16,646.07,0.68,"46,053.19","46,133.87","45,507.45","45,644.09",71845248,-435.28,27.85,-0.2306629834254144
2022-02-15,35.84,35.88,36.23,35.6,511000,-0.99,-0.35999999999999943,0.0,0.35999999999999943,59.80392156862749,2022,1.63,14.49,0.0,0.16,646.07,0.68,"45,645.57","45,804.00","45,502.81","45,731.70",98140384,87.61,28.39,-0.20786830357142863
2022-02-16,35.5,36.09,36.09,35.11,26000,-0.95,-0.3400000000000034,0.0,0.3400000000000034,58.17438692098094,2022,1.63,14.49,0.0,0.16,646.07,0.68,"45,815.98","45,904.63","45,603.93","45,684.80",78116768,-46.9,28.0,-0.2112676056338028
2022-02-17,35.0,35.2,35.3,34.86,93500,-1.41,-0.5,0.0,0.5,53.27225130890053,2022,1.63,14.49,0.0,0.16,646.07,0.68,"45,582.17","45,716.89","45,258.85","45,441.10",63631776,-243.7,27.71,-0.20828571428571427
2022-02-18,35.25,35.4,35.5,34.86,73500,0.71,0.25,0.25,0.0,54.17201540436456,2022,1.63,14.49,0.0,0.16,646.07,0.68,"45,442.29","45,705.50","45,441.10","45,675.87",113530600,234.77,27.51,-0.21957446808510633
2022-02-21,35.89,35.77,35.89,34.61,264000,1.82,0.6400000000000006,0.6400000000000006,0.0,53.21100917431193,2022,1.63,14.49,0.0,0.16,646.07,0.68,"45,681.25","45,742.83","45,342.06","45,362.85",62091912,-313.02,26.98,-0.2482585678461967
2022-02-22,35.79,35.15,35.79,34.68,191000,-0.28,-0.10000000000000142,0.0,0.10000000000000142,49.79480164158686,2022,1.63,14.49,0.0,0.16,646.07,0.68,"45,302.54","45,362.85","44,698.45","45,012.18",111967648,-350.67,27.25,-0.23861413802738193
2022-02-23,35.25,34.85,35.38,34.85,65500,-1.51,-0.5399999999999991,0.0,0.5399999999999991,48.33997343957503,2022,1.63,14.49,0.0,0.16,646.07,0.68,"45,087.81","45,235.21","44,756.23","45,132.92",94189368,120.74,27.65,-0.21560283687943266
2022-02-24,33.26,34.7,35.0,33.2,242000,-5.65,-1.990000000000002,0.0,1.990000000000002,34.228187919463096,2022,1.63,14.49,0.0,0.16,646.07,0.68,"44,691.69","45,132.92","43,791.31","43,830.51",135745488,"-1,302.41",27.6,-0.17017438364401674
2022-02-25,30.89,31.22,32.0,30.89,2690000,-7.13,-2.3699999999999974,0.0,2.3699999999999974,13.972888425443202,2022,1.63,14.49,0.0,0.16,646.07,0.68,"43,805.73","44,192.52","43,805.73","43,984.24",89827264,153.73,27.86,-0.09808999676270641
2022-02-28,30.24,30.0,31.0,29.52,200000,-2.1,-0.6500000000000021,0.0,0.6500000000000021,14.194915254237301,2022,1.63,14.49,0.0,0.16,646.07,0.68,"43,999.42","44,557.10","43,645.58","44,461.01",80465816,476.77,27.75,-0.0823412698412698
2022-03-01,31.6,30.09,32.11,30.0,2830000,4.5,1.360000000000003,1.360000000000003,0.0,25.592417061611414,2022,1.63,14.49,0.0,0.16,646.07,0.68,"44,968.88","45,016.65","44,461.01","44,803.58",128916264,342.57,27.4,-0.1329113924050634
2022-03-02,33.25,31.93,33.5,31.0,4730000,5.22,1.6499999999999986,1.6499999999999986,0.0,38.83928571428572,2022,1.63,14.49,0.0,0.16,646.07,0.68,"44,614.81","44,803.58","44,133.88","44,514.12",114496152,-289.46,26.79,-0.1942857142857143
2022-03-03,32.5,33.37,33.5,32.2,1850000,-2.26,-0.75,0.0,0.75,35.37414965986396,2022,1.63,14.49,0.0,0.16,646.07,0.68,"44,522.53","44,705.74","44,311.80","44,525.72",107168984,11.6,27.0,-0.16923076923076924
2022-03-04,33.0,32.85,33.59,32.51,1110000,1.54,0.5,0.5,0.0,36.666666666666664,2022,1.63,14.49,0.0,0.16,646.07,0.68,"44,516.59","44,723.19","44,461.06","44,551.35",62614256,25.63,27.0,-0.18181818181818182
2022-03-07,32.5,32.7,33.4,31.55,322000,-1.52,-0.5,0.0,0.5,36.24382207578254,2022,1.63,14.49,0.0,0.16,646.07,0.68,"44,419.16","44,551.35","43,050.88","43,266.97",104806976,"-1,284.38",26.5,-0.18461538461538463
2022-03-08,30.75,32.5,32.89,30.51,2630000,-5.38,-1.75,0.0,1.75,32.47232472324724,2022,1.63,14.49,0.0,0.16,646.07,0.68,"43,233.26","43,426.72","42,788.53","42,878.35",92851600,-388.62,26.89,-0.12552845528455284
2022-03-09,31.0,30.33,31.0,30.1,312000,0.81,0.25,0.25,0.0,34.9624060150376,2022,1.63,14.49,0.0,0.16,646.07,0.68,"42,915.51","43,217.19","42,865.81","43,042.96",82038752,164.61,26.6,-0.1419354838709677
2022-03-10,31.25,31.2,31.5,31.0,573000,0.81,0.25,0.25,0.0,34.9624060150376,2022,1.63,14.49,0.0,0.16,646.07,0.68,"43,322.13","43,921.82","43,042.96","43,853.62",43879836,810.66,27.15,-0.13120000000000004
2022-03-11,31.7,31.35,31.7,30.0,237000,1.44,0.4499999999999993,0.4499999999999993,0.0,34.01983218916858,2022,1.63,14.49,0.0,0.16,646.07,0.68,"43,963.66","43,966.27","43,596.16","43,653.33",61770376,-200.29,26.6,-0.16088328075709774
2022-03-14,31.7,30.62,31.7,30.6,89500,0.0,0.0,0.0,0.0,34.28132205995388,2022,1.63,14.49,0.0,0.16,646.07,0.68,"43,698.44","43,767.77","43,324.94","43,366.89",43179504,-286.44,26.71,-0.1574132492113564
2022-03-15,32.19,31.01,32.19,30.69,186500,1.55,0.48999999999999844,0.48999999999999844,0.0,38.194444444444436,2022,1.63,14.49,0.0,0.16,646.07,0.68,"43,415.27","43,793.57","43,326.76","43,719.82",48724712,352.93,26.6,-0.17365641503572526
2022-03-16,31.42,31.37,31.73,31.3,75500,-2.39,-0.769999999999996,0.0,0.769999999999996,42.163543441226594,2022,1.63,14.49,0.0,0.16,646.07,0.68,"43,793.91","44,281.27","43,719.82","43,975.69",77151184,255.87,26.3,-0.16295353278166774
2022-03-17,31.2,31.12,31.4,31.07,85500,-0.7,-0.22000000000000242,0.0,0.22000000000000242,51.6162669447341,2022,1.63,14.49,0.0,0.16,646.07,0.68,"44,042.39","44,187.00","43,798.16","43,807.23",46620424,-168.46,26.5,-0.15064102564102563
2022-03-18,31.21,30.97,32.2,30.71,393500,0.03,0.010000000000001563,0.010000000000001563,0.0,55.41899441340784,2022,1.63,14.49,0.0,0.16,646.07,0.68,"43,593.62","43,807.23","42,990.55","43,029.97",92021160,-777.26,26.61,-0.14738865748157645
2022-03-21,30.62,32.4,32.48,30.49,45500,-1.89,-0.5899999999999999,0.0,0.5899999999999999,44.00977995110025,2022,1.63,14.49,0.0,0.16,646.07,0.68,"43,122.18","43,388.18","43,029.97","43,230.22",47618440,200.25,28.52,-0.06858262573481388
2022-03-22,31.5,31.66,31.66,30.53,183500,2.87,0.879999999999999,0.879999999999999,0.0,38.19163292847503,2022,1.63,14.49,0.0,0.16,646.07,0.68,"43,301.80","43,398.44","43,164.20","43,203.79",53776520,-26.43,30.51,-0.03142857142857138
2022-03-24,31.23,31.0,31.23,30.52,54000,-0.86,-0.2699999999999996,0.0,0.2699999999999996,40.83694083694083,2022,1.63,14.49,0.0,0.16,646.07,0.68,"43,219.43","43,569.67","42,936.06","43,522.55",64458388,318.76,31.02,-0.006724303554274763
2022-03-25,30.7,30.51,31.84,30.51,196000,-1.7,-0.5300000000000011,0.0,0.5300000000000011,33.477011494252864,2022,1.63,14.49,0.0,0.16,646.07,0.68,"43,525.46","43,686.35","43,375.51","43,551.14",67898936,28.59,31.84,0.03713355048859937
2022-03-28,31.0,30.7,31.4,30.56,77500,0.98,0.3000000000000007,0.3000000000000007,0.0,38.90532544378697,2022,1.63,14.49,0.0,0.16,646.07,0.68,"43,578.94","43,933.56","43,291.01","43,933.56",58013056,382.42,32.99,0.06419354838709684
2022-03-29,31.1,31.0,31.23,31.0,67000,0.32,0.10000000000000142,0.10000000000000142,0.0,53.424657534246585,2022,1.63,14.49,0.0,0.16,646.07,0.68,"44,056.81","44,478.58","43,933.56","44,438.70",104631240,505.14,33.45,0.07556270096463026
2022-03-30,31.37,30.65,31.37,30.65,126000,0.87,0.2699999999999996,0.2699999999999996,0.0,53.60623781676414,2022,1.63,14.49,0.0,0.16,646.07,0.68,"44,374.65","44,444.98","43,975.67","44,337.56",115438832,-101.14,30.94,-0.013707363723302508
2022-03-31,31.22,31.44,31.44,31.1,46500,-0.48,-0.15000000000000213,0.0,0.15000000000000213,49.701789264413506,2022,1.63,14.49,0.0,0.16,646.07,0.68,"44,394.56","44,928.83","44,337.56","44,928.83",163935984,591.27,30.5,-0.023062139654067868
2022-04-01,31.8,30.84,31.8,30.84,106500,1.86,0.5800000000000018,0.5800000000000018,0.0,50.96899224806203,2022,1.63,14.49,0.0,0.16,646.07,0.68,"44,897.04","45,396.14","44,654.95","45,152.11",126015704,223.28,30.38,-0.04465408805031452
2022-04-04,29.62,30.3,30.75,29.62,293500,-6.86,-2.1799999999999997,0.0,2.1799999999999997,35.831062670299744,2022,1.63,14.49,0.0,0.16,646.07,0.68,"44,364.96","45,152.11","43,824.08","43,902.04",75553304,"-1,250.07",29.38,-0.008102633355840714
2022-04-05,30.8,29.85,30.8,29.5,218000,3.98,1.1799999999999997,1.1799999999999997,0.0,41.34495641344959,2022,1.63,14.49,0.0,0.16,646.07,0.68,"43,889.95","44,289.83","43,784.03","43,928.08",52473040,26.04,29.1,-0.05519480519480517
2022-04-06,30.5,30.2,30.5,29.78,226000,-0.97,-0.3000000000000007,0.0,0.3000000000000007,43.915343915343904,2022,1.63,14.49,0.0,0.16,646.07,0.68,"43,943.76","44,377.92","43,928.08","44,111.10",46666392,183.02,29.4,-0.03606557377049185
2022-04-07,29.5,30.15,30.15,29.5,189500,-3.28,-1.0,0.0,1.0,39.808153477218234,2022,1.63,14.49,0.0,0.16,646.07,0.68,"44,167.89","44,349.59","43,751.75","43,786.83",68925760,-324.27,29.05,-0.01525423728813557
2022-04-08,30.89,29.85,30.89,29.8,779000,4.71,1.3900000000000006,1.3900000000000006,0.0,48.35390946502058,2022,1.63,14.49,0.0,0.16,646.07,0.68,"43,909.55","44,501.55","43,786.83","44,444.58",93862128,657.75,28.71,-0.07057300097118807
2022-04-11,32.09,30.66,32.09,30.66,674000,3.88,1.2000000000000028,1.2000000000000028,0.0,57.115198451113265,2022,1.63,14.49,0.0,0.16,646.07,0.68,"45,318.65","46,215.54","44,444.58","46,144.96",227535392,"1,700.38",28.89,-0.09971953879713315
2022-04-12,32.0,31.21,32.05,31.0,259500,-0.28,-0.09000000000000341,0.0,0.09000000000000341,52.62054507337526,2022,1.63,14.49,0.0,0.16,646.07,0.68,"46,267.39","46,459.26","45,896.46","46,407.26",186484640,262.3,28.5,-0.109375
2022-04-13,32.23,32.0,32.23,31.37,162500,0.72,0.22999999999999687,0.22999999999999687,0.0,55.263157894736814,2022,1.63,14.49,0.0,0.16,646.07,0.68,"46,363.85","46,643.05","46,062.27","46,165.50",146200960,-241.76,28.75,-0.10797393732547307
2022-04-14,32.0,31.36,32.0,31.36,228000,-0.71,-0.22999999999999687,0.0,0.22999999999999687,57.065217391304344,2022,1.63,14.49,0.0,0.16,646.07,0.68,"46,188.36","46,510.11","46,054.36","46,484.43",210997184,318.93,28.75,-0.1015625
2022-04-15,32.69,31.63,32.69,31.6,119000,2.16,0.6899999999999977,0.6899999999999977,0.0,58.81126173096975,2022,1.63,14.49,0.0,0.16,646.07,0.68,"46,623.30","46,785.59","46,484.43","46,601.54",168108416,117.11,28.39,-0.13153869684918928
2022-04-18,31.88,32.0,32.25,31.75,85000,-2.48,-0.8099999999999987,0.0,0.8099999999999987,53.78640776699028,2022,1.63,14.49,0.0,0.16,646.07,0.68,"46,540.86","46,970.04","46,418.76","46,539.59",118565272,-61.95,28.3,-0.11229611041405264
2022-04-19,31.45,31.58,31.8,31.4,83000,-1.35,-0.4299999999999997,0.0,0.4299999999999997,50.38240917782025,2022,1.63,14.49,0.0,0.16,646.07,0.68,"46,649.18","46,746.27","46,275.64","46,333.36",114293840,-206.23,28.5,-0.09379968203497613
2022-04-20,31.7,31.56,31.7,30.83,123500,0.79,0.25,0.25,0.0,52.27272727272727,2022,1.63,14.49,0.0,0.16,646.07,0.68,"46,450.97","46,586.06","45,891.14","45,943.16",111523368,-390.2,28.02,-0.11608832807570978
2022-04-21,30.75,30.76,31.49,30.54,161000,-3.0,-0.9499999999999993,0.0,0.9499999999999993,45.19670631290027,2022,1.63,14.49,0.0,0.16,646.07,0.68,"45,954.55","46,067.18","45,599.96","45,652.62",97886976,-290.54,28.45,-0.0747967479674797
2022-04-22,31.45,30.5,31.45,30.5,52000,2.28,0.6999999999999993,0.6999999999999993,0.0,59.68253968253968,2022,1.63,14.49,0.0,0.16,646.07,0.68,"45,739.31","45,774.85","45,505.07","45,553.02",89230848,-99.6,27.62,-0.12178060413354526
2022-04-25,30.99,30.76,31.97,30.51,167000,-1.46,-0.46000000000000085,0.0,0.46000000000000085,51.0882016036655,2022,1.63,14.49,0.0,0.16,646.07,0.68,"45,822.05","46,203.59","45,553.02","46,073.25",118606136,520.23,27.55,-0.11100354953210706
2022-04-26,31.3,30.56,31.3,30.53,66500,1.0,0.3100000000000023,0.3100000000000023,0.0,54.5766590389016,2022,1.63,14.49,0.0,0.16,646.07,0.68,"46,120.63","46,184.55","45,782.89","45,817.67",93533320,-255.58,27.45,-0.12300319488817896
2022-04-27,30.6,30.66,30.68,30.6,55000,-2.24,-0.6999999999999993,0.0,0.6999999999999993,56.516587677725134,2022,1.63,14.49,0.0,0.16,646.07,0.68,"45,898.79","45,958.37","45,482.50","45,533.30",122906664,-284.37,27.02,-0.11699346405228764
2022-04-28,31.48,30.4,31.48,30.4,166000,2.88,0.879999999999999,0.879999999999999,0.0,53.72005044136192,2022,1.63,14.49,0.0,0.16,646.07,0.68,"45,451.19","45,533.30","44,656.96","45,249.41",154954432,-283.89,26.6,-0.1550190597204574
2022-05-06,30.3,30.59,31.35,30.3,138000,-3.75,-1.1799999999999997,0.0,1.1799999999999997,38.685208596713,2022,1.63,14.49,0.0,0.16,646.07,0.68,"45,182.50","45,249.41","44,784.42","44,840.81",87547352,-408.6,27.3,-0.099009900990099
2022-05-09,30.0,30.21,30.21,29.0,486000,-0.99,-0.3000000000000007,0.0,0.3000000000000007,37.684729064039395,2022,1.63,14.49,0.0,0.16,646.07,0.68,"44,841.41","44,841.41","43,233.21","43,393.14",170735936,"-1,447.67",26.9,-0.10333333333333337
2022-05-10,29.32,29.76,29.76,29.2,41500,-2.27,-0.6799999999999997,0.0,0.6799999999999997,33.022170361726964,2022,1.63,14.49,0.0,0.16,646.07,0.68,"43,479.50","43,647.55","43,262.69","43,504.36",114291928,111.22,25.8,-0.12005457025920871
2022-05-11,28.0,29.01,29.06,27.8,898000,-4.5,-1.3200000000000003,0.0,1.3200000000000003,29.29606625258799,2022,1.63,14.49,0.0,0.16,646.07,0.68,"43,533.60","43,649.59","42,394.32","42,863.15",167251872,-641.21,26.29,-0.0610714285714286
2022-05-12,29.34,28.05,29.34,27.7,242000,4.79,1.3399999999999999,1.3399999999999999,0.0,33.75363724539284,2022,1.63,14.49,0.0,0.16,646.07,0.68,"42,840.08","43,032.50","42,273.27","42,898.44",101958944,35.29,26.7,-0.0899795501022495
2022-05-13,28.9,28.4,28.9,28.4,85500,-1.5,-0.4400000000000013,0.0,0.4400000000000013,35.010060362173036,2022,1.63,14.49,0.0,0.16,646.07,0.68,"42,913.33","43,505.75","42,853.80","43,486.46",100218336,588.02,26.4,-0.08650519031141869
2022-05-16,28.35,28.5,28.6,28.0,179500,-1.9,-0.5499999999999972,0.0,0.5499999999999972,34.59244532803183,2022,1.63,14.49,0.0,0.16,646.07,0.68,"43,377.20","43,486.46","42,375.39","42,667.32",134402624,-819.14,26.7,-0.058201058201058274
2022-05-17,28.5,27.75,28.8,27.75,179000,0.53,0.14999999999999858,0.14999999999999858,0.0,33.93574297188755,2022,1.63,14.49,0.0,0.16,646.07,0.68,"42,723.38","42,883.86","42,607.15","42,726.06",96984376,58.74,27.39,-0.03894736842105261
2022-05-18,29.1,28.51,29.1,28.51,29500,2.11,0.6000000000000014,0.6000000000000014,0.0,41.41519250780437,2022,1.63,14.49,0.0,0.16,646.07,0.68,"42,732.91","43,161.43","42,509.55","43,026.88",117826728,300.82,26.7,-0.08247422680412378
2022-05-19,29.2,28.61,29.2,28.61,144500,0.34,0.09999999999999787,0.09999999999999787,0.0,37.51387347391787,2022,1.63,14.49,0.0,0.16,646.07,0.68,"43,021.13","43,256.32","42,938.75","42,983.45",82113504,-43.43,26.15,-0.10445205479452058
2022-05-20,30.0,29.48,30.0,29.3,180500,2.74,0.8000000000000007,0.8000000000000007,0.0,44.70588235294118,2022,1.63,14.49,0.0,0.16,646.07,0.68,"43,000.29","43,185.80","42,938.60","43,100.70",84365064,117.25,26.07,-0.13099999999999998
2022-05-23,29.3,29.82,29.82,29.11,40000,-2.33,-0.6999999999999993,0.0,0.6999999999999993,39.73305954825461,2022,1.63,14.49,0.0,0.16,646.07,0.68,"42,930.39","43,100.71","42,345.08","42,440.25",54415108,-660.45,26.7,-0.08873720136518776
2022-05-24,29.5,29.89,29.89,28.61,133000,0.68,0.1999999999999993,0.1999999999999993,0.0,44.04761904761903,2022,1.63,14.49,0.0,0.16,646.07,0.68,"42,400.28","42,637.57","41,915.98","41,950.32",75936272,-489.93,25.95,-0.12033898305084748
2022-05-25,29.75,29.15,29.75,28.8,255500,0.85,0.25,0.25,0.0,39.953542392566774,2022,1.63,14.49,0.0,0.16,646.07,0.68,"41,897.91","42,128.41","41,356.02","42,012.66",119848280,62.34,25.62,-0.13882352941176468
2022-05-26,29.5,29.18,29.85,29.18,757000,-0.84,-0.25,0.0,0.25,44.79166666666666,2022,1.63,14.49,0.0,0.16,646.07,0.68,"42,003.71","42,607.43","41,904.46","42,541.71",133359192,529.05,25.65,-0.13050847457627124
2022-05-27,29.0,30.0,30.3,29.0,493000,-1.69,-0.5,0.0,0.5,43.65482233502538,2022,1.63,14.49,0.0,0.16,646.07,0.68,"42,909.80","43,554.75","42,541.71","42,861.45",235629696,319.74,25.8,-0.11034482758620687
2022-05-30,29.5,29.49,29.69,29.21,60000,1.72,0.5,0.5,0.0,51.168831168831176,2022,1.63,14.49,0.0,0.16,646.07,0.68,"42,956.57","43,257.78","42,861.45","43,040.14",81180904,178.69,25.7,-0.12881355932203392
2022-05-31,29.5,29.5,29.84,29.05,258000,0.0,0.0,0.0,0.0,61.75548589341693,2022,1.63,14.49,0.0,0.16,646.07,0.68,"43,165.61","43,339.22","43,018.40","43,078.14",122381640,38,25.96,-0.11999999999999997
2022-06-01,29.26,29.45,29.5,29.21,141500,-0.81,-0.23999999999999844,0.0,0.23999999999999844,49.242424242424256,2022,1.63,14.49,0.0,0.16,646.07,0.68,"43,067.63","43,148.77","42,723.51","42,756.04",68286832,-322.1,25.8,-0.11825017088174986
2022-06-02,29.67,29.0,29.67,28.9,92500,1.4,0.41000000000000014,0.41000000000000014,0.0,57.33333333333337,2022,1.63,14.49,0.0,0.16,646.07,0.68,"42,744.64","42,822.77","42,132.98","42,237.91",69979904,-518.13,25.61,-0.1368385574654534
